data,Brasília,Campo Grande,Cuiabá,Goiânia,Belo Horizonte,Rio de Janeiro,São Paulo,Vitória,Curitiba,Florianópolis,Porto Alegre,Belém,Boa Vista,Macapá,Manaus,Palmas,Porto Velho,Rio Branco,Aracaju,Fortaleza,João Pessoa,Maceió,Natal,Recife,Salvador,São Luís,Teresina,Macaé
01-1980,NA,NA,NA,NA,1806.03,NA,1881.84,NA,NA,NA,1824.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02-1980,NA,NA,NA,NA,1830.25,NA,1885.43,NA,NA,NA,1827.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03-1980,NA,NA,NA,NA,1853.06,NA,1908.74,NA,NA,NA,1826.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04-1980,NA,NA,NA,NA,2067.78,NA,2165.06,NA,NA,NA,2027.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05-1980,NA,NA,NA,NA,2150.55,NA,2257.02,NA,NA,NA,2022.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06-1980,NA,NA,NA,NA,2303.77,NA,2298.06,NA,NA,NA,2197.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
07-1980,NA,NA,NA,NA,2431.89,NA,2581.41,NA,NA,NA,2469.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08-1980,NA,NA,NA,NA,2557.55,NA,2743.66,NA,NA,NA,2651.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
09-1980,NA,NA,NA,NA,2624.47,NA,3020.94,NA,NA,NA,2838.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10-1980,NA,NA,NA,NA,3083.05,NA,3455.39,NA,NA,NA,3128.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11-1980,NA,NA,NA,NA,3309.05,NA,3758.68,NA,NA,NA,3467.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-1980,NA,NA,NA,NA,3412.51,NA,3784.52,NA,NA,NA,3481.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01-1981,NA,NA,NA,NA,3604.77,NA,3876.89,NA,NA,NA,3730.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02-1981,NA,NA,NA,NA,3878.32,NA,3970.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03-1981,NA,NA,NA,NA,4278.89,NA,4379.06,NA,NA,NA,4156.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04-1981,NA,NA,NA,NA,4256.83,NA,4689.86,NA,NA,NA,4497.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05-1981,NA,NA,NA,NA,4328.92,NA,4515.33,NA,NA,NA,4458.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06-1981,NA,NA,NA,NA,4199.65,NA,4450.3,NA,NA,NA,4542.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
07-1981,NA,NA,NA,NA,4137.81,NA,4440.27,NA,NA,NA,4678.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08-1981,NA,NA,NA,NA,4446.17,NA,5091.26,NA,NA,NA,5076.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
09-1981,NA,NA,NA,NA,4777.74,NA,5803.5,NA,NA,NA,5328.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10-1981,NA,NA,NA,NA,5043.57,NA,6112.5,NA,NA,NA,5599.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11-1981,NA,NA,NA,NA,5273.74,NA,5982.03,NA,NA,NA,5283.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-1981,NA,NA,NA,NA,5335.11,NA,6025.68,NA,NA,NA,5348.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01-1982,NA,NA,NA,NA,5584.71,NA,6261.02,NA,NA,NA,5842.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02-1982,NA,NA,NA,NA,6039.67,NA,6533.95,NA,NA,NA,6247.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03-1982,NA,NA,NA,NA,6164.29,NA,6832.79,NA,NA,NA,6732.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04-1982,NA,NA,NA,NA,6697.88,NA,7130.43,NA,NA,NA,7056.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05-1982,NA,NA,NA,NA,7080.57,NA,7679.21,NA,NA,NA,7122.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06-1982,NA,NA,NA,NA,7656.98,NA,8425.5,NA,NA,NA,8356.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
07-1982,NA,NA,NA,NA,8513.44,NA,9504.59,NA,NA,NA,9604.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08-1982,NA,NA,NA,NA,8752.35,NA,9977.35,NA,NA,NA,9973.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
09-1982,NA,NA,NA,NA,9092.14,NA,10288.89,NA,NA,NA,10375.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10-1982,NA,NA,NA,NA,9299.6,NA,10405.13,NA,NA,NA,10420.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11-1982,NA,NA,NA,NA,9925,NA,10867.88,NA,NA,NA,10531.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-1982,NA,NA,NA,NA,11169.45,NA,12502.92,NA,NA,NA,11055.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01-1983,NA,NA,NA,NA,12258.88,12001.33,13231.31,NA,NA,NA,12023.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02-1983,NA,NA,NA,NA,13293.19,13580.42,14792.47,NA,NA,NA,12655.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03-1983,NA,NA,NA,NA,15129.09,15272.33,16708.15,NA,NA,NA,14760.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04-1983,NA,NA,NA,NA,17470.64,17441.04,19408.99,NA,NA,NA,16697.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13491.98,NA,NA,NA
05-1983,NA,NA,NA,NA,17485.42,17091.65,19203.23,NA,NA,NA,16640.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13361.44,NA,NA,NA
06-1983,NA,NA,NA,NA,19423.33,18301.58,21027.23,NA,19719.59,NA,18963.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15001.16,NA,NA,NA
07-1983,NA,NA,NA,NA,22861.11,21554.36,24919.46,NA,23523.32,NA,22965.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18849.44,NA,NA,NA
08-1983,NA,NA,NA,NA,26036,24799.17,27685.92,NA,26371.09,NA,26348.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20202.83,NA,NA,NA
09-1983,NA,NA,NA,NA,30595.09,29005.35,35637.48,NA,34389.58,NA,32741.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22789.54,NA,NA,NA
10-1983,NA,NA,NA,NA,32766.85,30421.73,38496.8,NA,34561.13,NA,34086.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27229.5,NA,NA,NA
11-1983,NA,NA,NA,NA,34533.55,31124.85,38814.59,NA,35485.54,NA,33493.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28331.33,NA,NA,NA
12-1983,NA,NA,NA,NA,38013.87,32728.01,39351.01,NA,35193.58,NA,34127.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29381.83,NA,NA,NA
01-1984,NA,NA,NA,NA,NA,36036.78,40957.39,NA,36710.96,NA,39193.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32539.25,NA,NA,NA
02-1984,NA,NA,NA,NA,43045.21,38927.11,46097.17,NA,40591.31,NA,43370.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37738.66,NA,NA,NA
03-1984,NA,NA,NA,NA,53170.78,46109.68,54759.82,NA,47089.56,NA,50496.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44704.78,NA,NA,NA
04-1984,NA,NA,NA,NA,61648.52,50644.81,64498.8,NA,57458.28,NA,57263.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51759.3,NA,NA,NA
05-1984,NA,NA,NA,NA,66056.3,52621.73,66033.78,NA,58169.52,NA,56000.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57626.26,NA,NA,NA
06-1984,NA,NA,NA,NA,65851.72,57363.63,66115.73,NA,59918.37,NA,65296.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59367.81,NA,NA,NA
07-1984,NA,NA,NA,NA,69054.82,59598.19,69612.19,NA,63810.78,NA,70129.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59324.93,NA,NA,NA
08-1984,NA,NA,NA,NA,69668,68927.86,77107.08,NA,74817.93,NA,80469.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60881.23,NA,NA,NA
09-1984,NA,NA,NA,NA,88658.04,81567.29,93221.17,NA,89131.82,NA,95102.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72489.66,NA,NA,NA
10-1984,NA,NA,NA,NA,95657.19,88892.16,101632.5,NA,101910.03,NA,105968.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78863.72,NA,NA,NA
11-1984,NA,NA,NA,NA,101293.58,97569.93,108331.82,NA,108937.24,NA,115044.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81589.26,NA,NA,NA
12-1984,NA,NA,NA,NA,108018.3,109873.05,115902.9,NA,115930.35,NA,120358.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90239.9,NA,NA,NA
01-1985,NA,NA,NA,NA,119661.9,124266.4,125281.3,NA,124670.25,NA,132453.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103715.25,NA,NA,NA
02-1985,NA,NA,NA,NA,129152.65,140056.25,135486.05,NA,130726.5,NA,143285.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120239,NA,NA,NA
03-1985,NA,NA,NA,NA,137406.5,144441.1,146801.05,NA,139396.5,NA,159904.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132558.3,NA,NA,NA
04-1985,NA,NA,NA,NA,141818.7,149887.65,152260.45,NA,152838.6,NA,166700.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139045.4,NA,NA,NA
05-1985,NA,NA,NA,NA,154324.05,171165.25,167491.1,NA,168696.6,160445.55,185035.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155322,NA,NA,NA
06-1985,NA,NA,NA,NA,174080.7,185761.25,176079.3,NA,181915.35,174063.3,194325.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164316.75,NA,NA,NA
07-1985,NA,NA,NA,NA,211124.3,195998.15,209106.85,NA,217444.5,209480.7,229057.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192017.85,NA,NA,NA
08-1985,NA,NA,NA,NA,236778.8,236472.15,252155.25,NA,268036.05,253846.2,273505.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203731.75,NA,NA,NA
09-1985,NA,NA,NA,NA,253093.2,260880.3,281573.75,NA,289485.45,281154.6,282573.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227770.9,NA,NA,NA
10-1985,NA,NA,NA,NA,NA,289845.2,314247.9,NA,321488.7,292266,292842.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241300.6,NA,NA,NA
11-1985,NA,NA,NA,NA,353298.65,358992.2,390039.6,NA,390438.15,364872.3,355950.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314990.15,NA,NA,NA
12-1985,NA,NA,NA,NA,399347.7,374409.35,425684.5,NA,419464.95,415412.25,420468.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362931.8,NA,NA,NA
01-1986,494872.4,NA,NA,NA,488403.7,505701.7,529658.5,NA,498635.4,519203.55,533470.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417060.4,NA,NA,NA
02-1986,556032.45,NA,NA,NA,565282.1,585526.9,611242.6,NA,589825.05,626389.5,611280.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481912.7,NA,NA,NA
03-1986,558.62,NA,NA,NA,565.44,565.2,599.35,NA,589.9,583.67,608.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.6,NA,NA,NA
04-1986,558.76,NA,NA,NA,596.66,572.61,615.6,NA,598.57,584.14,604.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471.06,NA,NA,NA
05-1986,564.58,NA,NA,NA,588.77,539.89,587.22,NA,574.4,571.76,602.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475.73,NA,NA,NA
06-1986,565.74,NA,NA,NA,563.01,538.59,565.07,NA,557.02,542.7,592.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.35,NA,NA,NA
07-1986,570.01,NA,NA,NA,555.89,533.79,566.51,NA,560.54,541.14,573.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459.65,NA,NA,NA
08-1986,544.58,NA,NA,NA,553.5,534.87,566.06,NA,562.21,542.39,578.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.95,NA,NA,NA
09-1986,546.96,NA,NA,NA,556.51,542.77,569.82,NA,573.18,553.74,584.54,NA,NA,NA,NA,NA,NA,NA,NA,446.1,NA,NA,NA,NA,463.74,NA,NA,NA
10-1986,567.26,NA,NA,NA,571.08,557.88,592.38,NA,589.97,559.08,594.66,NA,NA,NA,NA,NA,NA,NA,NA,472.93,NA,NA,NA,NA,525.62,NA,NA,NA
11-1986,583.53,NA,NA,NA,585.13,563.29,637.34,NA,590.17,562.02,604.39,NA,NA,NA,NA,NA,NA,NA,NA,503.72,NA,NA,NA,NA,617.72,NA,NA,NA
12-1986,597.7,NA,NA,NA,606.55,565.59,783.18,NA,637.37,560.66,610.97,NA,NA,NA,NA,NA,NA,NA,NA,557.65,NA,NA,NA,NA,646.05,NA,NA,NA
01-1987,807.71,NA,NA,NA,827.82,602.92,892.03,NA,710.03,686.29,708.13,NA,NA,NA,NA,NA,NA,NA,NA,683.75,NA,NA,NA,NA,716.76,NA,NA,NA
02-1987,920.61,NA,NA,NA,908.04,929.37,952.65,NA,925.99,900.29,927.75,NA,NA,NA,NA,NA,NA,NA,NA,734.18,NA,NA,NA,761.26,773.52,NA,NA,NA
03-1987,934.06,NA,NA,NA,945.19,930.77,949.47,NA,941.95,937.68,940.42,NA,NA,NA,NA,NA,NA,NA,NA,816.53,NA,NA,NA,796.55,792.11,NA,NA,NA
04-1987,1192.66,NA,NA,NA,1219.78,1128.25,1199.92,NA,1234.34,1194.94,1144.29,NA,NA,NA,NA,NA,NA,NA,NA,1090.03,NA,NA,NA,995.98,1009.99,NA,NA,NA
05-1987,1385.88,NA,NA,NA,1466.44,1392.21,1471.63,NA,1473.25,1444.94,1426.2,NA,NA,NA,NA,NA,NA,NA,NA,1247.51,NA,NA,NA,1214.37,1289.42,NA,NA,NA
06-1987,1547.45,NA,NA,NA,1641.54,1555.98,1662.15,NA,1629.34,1565.35,1621.34,NA,NA,NA,NA,NA,NA,NA,NA,1398.34,NA,NA,NA,1363.61,1411.36,NA,NA,NA
07-1987,1735.48,NA,NA,NA,1833.38,1739.11,1892.8,NA,1913.33,1818.34,1893.99,NA,NA,NA,NA,NA,NA,NA,NA,1557.9,NA,NA,NA,1600.13,1614.04,NA,NA,NA
08-1987,1956.81,NA,NA,NA,2005.76,1921.48,2061.65,NA,2136.87,2200.54,2184.83,1877.78,NA,NA,NA,NA,NA,NA,NA,1735.03,NA,NA,NA,1629.79,1707.16,NA,NA,NA
09-1987,2114.18,NA,NA,NA,2043.1,1910.8,2056.83,NA,2189.51,2228.57,2305.21,1928.74,NA,NA,NA,NA,NA,NA,NA,1807.05,NA,NA,NA,1647.83,1884.96,NA,NA,NA
10-1987,2175.89,NA,NA,NA,2172.01,2066.7,2244.84,NA,2360.12,2279.88,2359.13,2150.2,NA,NA,NA,NA,NA,NA,NA,1977.26,NA,NA,NA,1769.25,2118.11,NA,NA,NA
11-1987,2625.31,NA,NA,NA,2513.61,2436.28,2574.99,NA,2728.45,2712.86,2699.61,2517.29,NA,NA,NA,NA,NA,NA,NA,2305.12,NA,NA,NA,2108.79,2423.99,NA,NA,NA
12-1987,2743.18,NA,NA,NA,2698.43,2700.98,2680.83,NA,2826.84,2744.4,2849.82,2740.47,NA,NA,NA,NA,NA,NA,NA,2541.86,NA,NA,NA,2270.32,2451.04,NA,NA,NA
01-1988,3092.11,NA,NA,NA,2989.24,2889.57,2876.94,NA,2955.33,2855.12,2939.05,2967.92,NA,NA,NA,NA,NA,NA,NA,2656.5,NA,NA,NA,2782.2,2662.95,NA,NA,NA
02-1988,3392.35,NA,NA,NA,3403.62,3437.14,3277.46,NA,3257.26,3150.51,3313.38,3463.35,NA,NA,NA,NA,NA,NA,NA,3138.04,NA,NA,NA,3117.73,3101.34,NA,NA,NA
03-1988,3868.7,NA,NA,NA,3966.92,3957.66,3926.2,NA,3772.76,3585.86,3742.61,4301.87,NA,NA,NA,NA,NA,NA,NA,3716.95,NA,NA,NA,3544.69,3527.2,NA,NA,NA
04-1988,5085.83,NA,NA,NA,4817.24,5133.1,5013.16,NA,5029.89,4683.4,4806.71,5542.28,NA,NA,NA,NA,NA,NA,NA,4845.58,NA,NA,NA,4356.25,4424.93,NA,NA,NA
05-1988,5828.88,NA,NA,NA,5396.96,5821.84,5769.19,NA,6033.62,5387.33,5629.27,6299.19,NA,NA,NA,NA,NA,NA,NA,5482.7,NA,NA,NA,5447.79,5026.35,NA,NA,NA
06-1988,7068.56,NA,NA,NA,7069.32,7374.59,7173.53,NA,7478.8,6796.94,7336.35,7153.47,NA,NA,NA,NA,NA,NA,NA,6859.63,NA,NA,NA,6717.34,5974.7,NA,NA,NA
07-1988,8714.39,NA,NA,NA,8632.25,9096.59,9130.03,NA,9557.02,9038.05,9298.56,8425.21,NA,NA,NA,NA,NA,NA,NA,7688.65,7750.77,NA,NA,8297.91,7255.03,NA,NA,NA
08-1988,10424.58,NA,NA,NA,10602.22,10994.95,11005.26,NA,11771.58,11139.92,11591.98,9679.35,NA,NA,NA,NA,NA,NA,NA,9041.46,9038.08,NA,NA,8760.44,8597.93,NA,NA,NA
09-1988,13784.51,NA,NA,NA,14029.38,14650.31,14885.37,NA,16350.4,15506.48,16313.61,12371.19,NA,NA,NA,NA,NA,NA,NA,11084.97,11372.42,NA,NA,11534.54,11519.48,NA,NA,NA
10-1988,19766.51,NA,NA,NA,19723.9,19140.03,19499.45,19892.77,21091.81,20362.44,21544.51,15341.14,NA,NA,NA,NA,NA,NA,NA,15595.65,15261.91,NA,NA,15399.96,14651.29,NA,NA,NA
11-1988,24977.92,NA,NA,NA,25188.19,24648.33,24917.08,25495.19,25607.31,25597.51,26368.24,21242.25,NA,NA,NA,NA,NA,NA,NA,21286.76,20164.63,NA,NA,19036.9,19175.3,NA,NA,NA
12-1988,32294.47,NA,NA,NA,31157.2,31596.19,31975.03,32290.86,32409.39,31225.05,32660.07,29694.53,NA,NA,NA,NA,NA,NA,NA,29173.12,27469.19,NA,NA,26782.66,28258.64,NA,NA,NA
01-1989,42.48,NA,NA,NA,42.14,44.75,44.95,42.56,44.74,42.2,43.25,41.08,NA,NA,NA,NA,NA,NA,NA,37.59,36.07,NA,NA,37.14,39.14,NA,NA,NA
02-1989,49.23,NA,NA,NA,51,51.86,51.23,52.17,50.6,50.92,49.76,48.4,NA,NA,NA,NA,NA,NA,NA,46.48,45.06,NA,NA,47.83,44.54,NA,NA,NA
03-1989,52.77,NA,NA,NA,55.23,56.37,56.45,54.43,53.67,53.1,54.18,54.03,NA,NA,NA,NA,NA,NA,NA,48.87,51.01,NA,NA,53.39,49.24,NA,NA,NA
04-1989,54.71,NA,NA,NA,55.84,57.46,60.14,58.73,54.85,53.98,54.96,66.95,NA,NA,NA,NA,NA,NA,NA,52.04,54.44,NA,NA,58.06,50.39,NA,NA,NA
05-1989,59.24,NA,NA,NA,69.59,72.99,72.9,75.41,67.44,61.03,66.47,78.42,NA,NA,NA,NA,NA,NA,NA,60.93,65.21,NA,NA,67.88,58.8,NA,NA,NA
06-1989,94.57,NA,NA,NA,98.59,97.09,100.07,96.37,96.7,94.32,99.26,102.62,NA,NA,NA,NA,NA,NA,NA,91.3,89.18,NA,NA,93.11,75.57,NA,NA,NA
07-1989,120.15,NA,NA,NA,114.62,116.15,112.87,111.85,112.95,109.42,115.94,114.5,NA,NA,NA,NA,NA,NA,NA,102.39,102.54,NA,NA,100.24,90.58,NA,NA,NA
08-1989,165.54,NA,NA,NA,156.47,155.46,153.51,149.49,153.71,143.86,162.08,142.79,NA,NA,NA,NA,NA,NA,NA,122.79,122.18,NA,NA,150.28,119.16,NA,NA,NA
09-1989,222.19,NA,NA,NA,194.41,196.73,195.04,190.43,202.86,191.41,197.93,173.7,NA,NA,NA,NA,NA,NA,NA,150.79,152.35,NA,NA,183.17,143.32,NA,NA,NA
10-1989,296.76,NA,NA,NA,236.93,253.14,239.6,242.33,253.59,252.17,256.15,231.55,NA,NA,NA,NA,NA,NA,NA,199.68,187.38,NA,NA,210.89,174.71,NA,NA,NA
11-1989,381.89,NA,NA,NA,369.51,380.57,364.06,365.86,398.54,361.43,375.02,343.3,NA,NA,NA,NA,NA,NA,NA,287.4,285.31,NA,NA,299.8,274.32,NA,NA,NA
12-1989,568.57,NA,NA,NA,548.98,533.94,531.32,577.27,566.83,514.95,540.88,534.1,NA,NA,NA,NA,NA,NA,NA,420.88,424.21,NA,NA,449.42,403.4,NA,NA,NA
01-1990,1060.73,NA,NA,NA,1036.98,1000.5,1063.03,1010.95,1057.46,975.32,1023.99,1048.05,NA,NA,NA,NA,NA,NA,NA,834.95,822,NA,NA,879.68,734.22,NA,NA,NA
02-1990,1609.91,NA,NA,NA,1535.88,1473.97,1551.97,1499.54,1502.78,1439.73,1537.49,1510.79,NA,NA,NA,NA,NA,NA,NA,1232.42,1291.05,NA,NA,NA,1247.03,NA,NA,NA
03-1990,2763.31,NA,NA,NA,2973.57,2747.34,2821.34,2901.41,2821.39,2872.27,3008.71,2669.07,NA,NA,NA,NA,NA,NA,NA,2586.75,2393.04,NA,NA,2545.89,2223.58,NA,NA,NA
04-1990,3016.92,NA,NA,NA,3144.32,3152.43,3104.16,2945.11,3095.68,2963.63,3085.16,2868.1,NA,NA,NA,NA,NA,NA,NA,2710.89,2699.9,NA,NA,2740.66,2441.38,NA,NA,NA
05-1990,3467.15,NA,NA,NA,3460.09,3590.81,3562.14,3382.47,3526.19,3376.77,3500.96,3268.27,NA,NA,NA,NA,NA,NA,NA,3102.47,3050.27,NA,NA,3033.81,2661.99,NA,NA,NA
