data,Brasília,Campo Grande,Cuiabá,Goiânia,Belo Horizonte,Rio de Janeiro,São Paulo,Vitória,Curitiba,Florianópolis,Porto Alegre,Belém,Boa Vista,Macapá,Manaus,Palmas,Porto Velho,Rio Branco,Aracaju,Fortaleza,João Pessoa,Maceió,Natal,Recife,Salvador,São Luís,Teresina,Macaé
06-1990,4250.7,NA,NA,NA,4356.56,4628.91,4135.4,4566.78,4626.26,4131.59,4313.92,4389.31,NA,NA,NA,NA,NA,NA,NA,3951.41,3859.36,NA,NA,3752.76,3781.7,NA,NA,NA
07-1990,4853.62,NA,NA,NA,4665.98,5017.88,4750.71,4813.05,5140.14,4854.59,5135.22,4703.33,NA,NA,NA,NA,NA,NA,NA,4143.65,4410.14,NA,NA,4496.98,3991,NA,NA,NA
08-1990,5589.38,NA,NA,NA,5301.72,5530.94,5267.1,5309.68,5811.69,5664.76,6014.81,5274.59,NA,NA,NA,NA,NA,NA,NA,4175.83,4418.63,NA,NA,4963.18,4145.8,NA,NA,NA
09-1990,6555.12,NA,NA,NA,6175.6,6430.55,6189.43,6119.79,6543.9,6468.44,6677.12,5748.77,NA,NA,NA,NA,NA,NA,NA,4623.86,5056.39,NA,NA,5513.41,4309.69,NA,NA,NA
10-1990,6626.52,NA,NA,NA,6507.04,6500.97,6841.21,6259.94,6861.71,6769.02,6862.94,6549.91,NA,NA,NA,NA,NA,NA,NA,5191.18,5518.32,NA,NA,5977.59,4861.64,NA,NA,NA
11-1990,7098.58,NA,NA,NA,7124.33,6870.33,7273.32,6883.62,7172.99,7305.06,7628.1,7508.85,NA,NA,NA,NA,NA,NA,NA,5671.16,6210.08,NA,NA,5933.3,5192.76,NA,NA,NA
12-1990,7502.24,NA,NA,NA,7725.41,7592.58,7895.84,7360.5,7859.48,7741.3,8180.19,8181.5,NA,NA,NA,NA,NA,NA,NA,6907.66,6778.83,NA,NA,7037.06,5804.79,NA,NA,NA
01-1991,10084.81,NA,NA,NA,10185.54,9839.42,9912.15,9480.62,9781.11,9123.96,9947.8,10105.27,NA,NA,NA,NA,NA,NA,NA,8076.76,8453.58,NA,NA,8205.4,7116.42,NA,NA,NA
02-1991,11910.62,NA,NA,NA,11558.31,11915.37,11943.93,11099.33,10852.04,10863.43,11459.72,11614.95,NA,NA,NA,NA,NA,NA,NA,9401.55,10047.07,NA,9585.16,9639.88,9011.95,NA,NA,NA
03-1991,12378.42,NA,NA,NA,12159.02,12495.86,12666.08,12096.65,11981.69,11674.07,11977.92,11920.18,NA,NA,NA,NA,NA,NA,NA,10443.24,11127.47,NA,10383.28,11241.54,10669.42,NA,NA,NA
04-1991,14334.55,NA,NA,NA,14804.34,14259.16,15136.85,12764.91,13794.99,12579.22,13862.83,14079.64,NA,NA,NA,NA,NA,NA,NA,13353.29,13296.21,NA,12594.38,12640.14,11954.39,NA,NA,NA
05-1991,14321.01,NA,NA,NA,14906.08,13993.77,15313.43,13353.44,13785.68,12985.33,14401.72,14730.92,NA,NA,NA,NA,NA,NA,NA,13383.08,14364.34,NA,13724.78,14119.16,13038.11,NA,NA,NA
06-1991,15321.66,NA,NA,NA,15150.8,14420.49,15860.32,13992.04,14077.79,13212.55,14446.64,16727.12,NA,NA,NA,NA,NA,NA,NA,14374.74,14804.62,NA,14486.93,14840.71,13526.78,NA,NA,NA
07-1991,18725.88,NA,NA,NA,17793.98,17264.35,18409.23,16359.75,17142.62,17150.98,17427.1,18677.66,NA,NA,NA,NA,NA,NA,NA,16466.3,16512.99,NA,16288.96,16857.7,14752.28,NA,NA,NA
08-1991,21413.53,NA,NA,NA,20342.83,20055.79,21464.22,20114.38,21168.25,21541.46,22077.21,22015.48,NA,NA,NA,NA,NA,NA,NA,18420.33,18402.13,NA,18313.2,19085.26,17448.5,NA,NA,NA
09-1991,23637.14,NA,NA,NA,22849.17,23163.61,24606.74,22612.76,24062.94,25119.42,24253.95,26188.77,NA,NA,NA,NA,NA,NA,NA,22322.08,21381.97,NA,19712.37,22016.93,20495.98,NA,NA,NA
10-1991,31045.79,NA,NA,NA,30637.36,30816.29,32988.11,31588.19,32359.83,33733.2,31820.62,32271.92,NA,NA,NA,NA,NA,NA,NA,29008.88,27844.92,NA,27252.33,27098.22,27485.41,NA,NA,NA
11-1991,39400.37,NA,NA,NA,39387.4,39907.07,42151.6,39623.66,41638.1,42720.74,44078.35,40408.23,NA,NA,NA,NA,NA,NA,NA,36291.24,33516.57,NA,34566.63,33317.69,33030.65,NA,NA,NA
12-1991,47947.15,NA,NA,NA,47056.56,48317.85,50743.21,48750.98,48496.32,45111.3,49270.75,48400.87,NA,NA,NA,NA,NA,NA,NA,42870.35,39904.75,NA,39885.61,38437.95,38498.81,NA,NA,NA
01-1992,59997.3,NA,NA,NA,62733.52,60890.37,62707.12,64090.33,58278.23,59864.29,56981.93,61694.95,NA,NA,NA,NA,NA,NA,NA,52982.76,50348.61,NA,51233.27,49488.25,49191.65,NA,NA,NA
02-1992,76982,NA,NA,NA,75883.16,68307.74,72561.41,72934.2,64810.97,70374.18,71168.29,74791.21,NA,NA,NA,NA,NA,NA,NA,69071.39,64441.32,NA,67374.86,65005.32,60600.99,NA,NA,NA
03-1992,88322.27,NA,NA,NA,89001.3,86533.9,89001.75,86858.13,84634.09,80917.54,84416.64,89925.78,NA,NA,NA,NA,NA,NA,NA,82729.8,77682.39,NA,81466.07,78685.14,73066.98,NA,NA,NA
04-1992,102401.64,NA,NA,NA,104005.39,105935.13,110776.34,103140.98,106526.21,100032.81,105358.77,116947,NA,NA,NA,NA,NA,NA,NA,99656.37,99155.93,NA,90444.84,100373.88,90332.21,NA,NA,NA
05-1992,132466.68,NA,NA,NA,128821.21,130777.63,132321.51,126816.75,129841.84,125640.1,132631.53,129674.4,NA,NA,NA,NA,NA,NA,NA,117737.71,110817,NA,114642.88,112518.15,106371.96,NA,NA,NA
06-1992,155253.51,NA,NA,NA,148386.82,152556.67,158161.68,145671.46,150519.65,147618.75,162465.72,144722.05,NA,NA,NA,NA,NA,NA,NA,140770.93,129960.97,NA,128883.84,126574.62,122202.27,NA,NA,NA
07-1992,184521.57,NA,NA,NA,186994.85,190003.91,196315.72,181646.95,188611.16,187423.18,202408.94,173803.8,NA,NA,NA,NA,NA,NA,NA,200680.15,163307.74,NA,160121.01,169752.45,166018.08,NA,NA,NA
08-1992,244552.63,NA,NA,NA,248797.6,245561.84,262527.59,250494.84,254323.69,249099.13,274230.35,223170.64,NA,NA,NA,NA,NA,NA,NA,228493.62,199847.44,NA,197608.03,220218.22,205106.87,NA,NA,NA
09-1992,312183.38,NA,NA,NA,312000.81,323653.82,340303.17,315990.82,333400.47,318358.39,364966.74,273166.81,NA,NA,NA,NA,NA,NA,NA,270283.26,247692.15,NA,251808.28,255551.68,239170.4,NA,NA,NA
10-1992,371041.43,NA,NA,NA,389071.49,389191.88,415423.25,396685.22,402308.86,404634.23,425912.89,348177.6,NA,NA,NA,NA,NA,NA,NA,323206.13,324846.7,NA,313941.08,327585.88,293967.3,NA,NA,NA
11-1992,446725.78,NA,NA,NA,461804.95,445677.92,486880.44,468073.42,450422.43,467507.21,491566.35,430418.96,NA,NA,NA,NA,NA,NA,NA,404082.15,369137.17,NA,362834.66,392931.93,360099.39,NA,NA,NA
12-1992,533207.58,NA,NA,NA,569371.54,542244.64,595657.81,550651.91,554859.81,574747.47,604419.83,553313.8,NA,NA,NA,NA,NA,NA,NA,559853.72,561204.3,NA,494351.61,488168.36,461949.57,NA,NA,NA
01-1993,707127.09,NA,NA,NA,772071.05,743987,774525.95,696669.02,742702.69,784340.67,738649.34,774470.18,NA,NA,NA,NA,NA,NA,NA,717776.51,674611.01,NA,646034.99,696036.55,680945.38,NA,NA,NA
02-1993,876629.59,NA,NA,NA,924700.74,935832.66,962414,1007594.22,941391.59,955595.3,904335.46,908526.82,NA,NA,NA,NA,NA,NA,NA,917872.7,873456.08,NA,828647.97,805061.72,863668.17,NA,NA,NA
03-1993,1084323.9,NA,NA,NA,1163609.82,1189203.43,1227738.33,1184473.32,1165286.21,1166422.48,1171790.81,1185620.9,NA,NA,NA,NA,NA,NA,NA,1155391.51,1159078.68,NA,1082780.8,1042478,990283.47,NA,NA,NA
04-1993,1569376.41,NA,NA,NA,1596757.02,1641326.11,1779189.69,1651489.08,1683215.19,1614920.76,1619660.8,1627936.45,NA,NA,NA,NA,NA,NA,NA,1508781.75,1514547.45,NA,1411497.86,1467312.95,1466441.12,NA,NA,NA
05-1993,2036868.94,NA,NA,NA,2070017.82,2090081.73,2220695,2152366.64,2058900.38,2018090.29,2094338.07,2223305.44,NA,NA,NA,NA,NA,NA,NA,1997338.31,1932176.1,NA,1844270.94,1990485.2,1719190.53,NA,NA,NA
06-1993,2659795.53,NA,NA,NA,2656746.85,2760317.69,2842301.09,2738495.6,2700279.18,2743239.09,2815423.16,2520827.62,NA,NA,NA,NA,NA,NA,NA,2679283.91,2534577.88,NA,2390490.82,2425036.74,2286049.03,NA,NA,NA
07-1993,3292701.67,NA,NA,NA,3351665.78,3221603.38,3452747.8,3557549.78,3477917.55,3567213.23,3761603.1,3178832.8,NA,NA,NA,NA,NA,NA,NA,3245832.18,2836996.39,NA,2878898.67,3072040.37,3155083.82,NA,NA,NA
08-1993,4666.88,NA,NA,NA,4546.21,4370.89,4883.12,4637.62,4850.33,4999.77,4954.99,4447.55,NA,NA,NA,NA,NA,NA,NA,4318.17,4074.25,NA,3776.18,4033.81,3895.19,NA,NA,NA
09-1993,6122.25,NA,NA,NA,6036.29,5899.14,6339.29,6125.41,6452.45,6737.18,6743.26,5913.21,NA,NA,NA,NA,NA,NA,NA,5630.37,4837.15,NA,4927.67,5252.77,5194.65,NA,NA,NA
10-1993,8222.56,NA,NA,NA,8165.67,8169.79,8458.47,8275.86,8834.9,9346.05,8267.12,7828.8,NA,NA,NA,NA,NA,NA,NA,7715.34,6789.58,NA,7141.24,6856.61,7240.55,NA,NA,NA
11-1993,11359.97,NA,NA,NA,11288.43,11293.47,11934.08,12267.9,11709.53,12581.2,11991.88,10905.76,NA,NA,NA,NA,NA,NA,NA,11626.74,10111.72,NA,9947.11,9613.2,10037.81,NA,NA,NA
12-1993,15510.67,NA,NA,NA,16865.77,16165,16953.23,16895.09,15872.69,17469.86,17289.09,16666.95,NA,NA,NA,NA,NA,NA,NA,16144.68,14847.41,NA,14719.61,15637.18,16479.97,NA,NA,NA
01-1994,23053.94,NA,NA,NA,25164.12,24346.98,25268.91,23870.21,23368.68,25737.14,23950.91,25088.43,NA,NA,NA,NA,NA,NA,NA,22528.99,23872.49,NA,23662.96,21514.06,21734.36,NA,NA,NA
02-1994,33704.25,NA,NA,NA,34943.48,32235.52,35526.07,32204.39,31423.66,36492.55,33477.34,39059.83,NA,NA,NA,NA,NA,NA,NA,35123.54,34651.43,NA,33796.82,30014.61,33425.71,NA,NA,NA
03-1994,51794.05,NA,NA,NA,55560.72,49752.3,53631.77,49512.14,46588.56,49843.93,49696.1,53153.64,NA,NA,NA,NA,NA,NA,NA,47640.38,47299.54,NA,49449.28,46883.46,45536.52,NA,NA,NA
04-1994,76948.1,NA,NA,NA,77572.08,70662,77463.6,70615.19,70263.27,72887.22,73225.54,65257.73,NA,NA,NA,NA,NA,NA,NA,67867.51,65065.5,NA,67686.97,64358.48,62931.9,NA,NA,NA
05-1994,101277.65,NA,NA,NA,99762.54,97311.73,97990.74,92533.68,94085.7,106329.71,110521.99,94954.52,NA,NA,NA,NA,NA,NA,NA,94998.42,83499.36,NA,84072.6,83799.23,80342.41,NA,NA,NA
06-1994,147884.12,NA,NA,NA,148594.13,149698.1,148561.94,157561.8,141592.55,162515.61,159274.15,150935.25,NA,NA,NA,NA,NA,NA,NA,141782.83,126202.57,NA,133018.78,134960.88,134148.14,NA,NA,NA
07-1994,67.37,NA,NA,NA,68.56,66.22,67.4,62.41,64,68.88,70.8,62.95,NA,NA,NA,NA,NA,NA,NA,60.55,55.77,NA,56.07,58.39,58.88,NA,NA,NA
08-1994,70.57,NA,NA,NA,70.05,72.08,77.42,68.84,70.22,76.6,75.86,66.7,NA,NA,NA,NA,NA,NA,NA,58.7,56.98,NA,58.56,58.14,58.57,NA,NA,NA
09-1994,75.29,NA,NA,NA,77.58,76.5,83.43,74.89,80.78,82.52,79.18,70.84,NA,NA,NA,NA,NA,NA,NA,55.25,57.37,NA,58.55,60.63,66.3,NA,NA,NA
10-1994,85.83,NA,NA,NA,81.14,79.8,88.8,77.32,86.63,88.85,86.46,79.36,NA,NA,NA,NA,NA,NA,NA,61.62,66.62,NA,66.64,68.98,72.09,NA,NA,NA
11-1994,83.87,NA,NA,NA,81.98,83.12,89.26,79.15,84.71,84.21,80.71,79.71,NA,NA,NA,NA,NA,NA,NA,67.15,65.31,NA,67.79,67.47,68.99,NA,NA,NA
12-1994,85.17,NA,NA,70.71,81.51,77.28,87.42,76.27,80.2,80.88,78.8,77.88,NA,NA,NA,NA,NA,NA,NA,63.91,64.99,NA,65.64,65.21,70.48,NA,NA,NA
01-1995,85.02,NA,NA,69.61,80.42,75.66,86.81,71.9,80.91,81.85,78.21,77.95,NA,NA,NA,NA,NA,NA,NA,63.57,63.96,NA,65.61,62.77,66.32,NA,NA,NA
02-1995,83.43,NA,NA,66.15,75.7,75.18,83.79,73.23,78.37,84.09,77.47,77.72,NA,NA,NA,NA,NA,NA,NA,61.83,68.56,NA,68.69,64.16,66.25,NA,NA,NA
03-1995,80.49,NA,NA,69.6,78.55,76.62,88.66,77.72,83.19,85.13,81.44,82.74,NA,NA,NA,NA,NA,NA,NA,72.25,70.36,NA,70.9,70.43,69.96,NA,NA,NA
04-1995,87.94,NA,NA,76.06,83.42,86.67,97.48,85.41,93.28,91.55,87.57,91.03,NA,NA,NA,NA,NA,NA,NA,78.66,77.25,NA,77.87,82.54,77.35,NA,NA,NA
05-1995,87.66,NA,NA,78.58,85.34,88.87,92.61,89.28,92.67,89.29,92.73,88.62,NA,NA,NA,NA,NA,NA,NA,78.9,80.81,NA,82.23,81.81,77.5,NA,NA,NA
06-1995,84.32,NA,NA,72.81,79.88,82.39,88.21,83.33,86.14,84.16,84.56,80.15,NA,NA,NA,NA,NA,NA,NA,73.55,72.56,NA,80.96,76.24,76.95,NA,NA,NA
07-1995,80.14,NA,NA,67.08,74.74,74.37,87.55,74.49,80.79,79.29,78.07,80.28,NA,NA,NA,NA,NA,NA,NA,67.69,70.65,NA,79.89,72.79,72.02,NA,NA,NA
08-1995,78.59,NA,NA,65.7,75.19,74.81,86.79,76.58,83.18,81.15,79.26,78.03,NA,NA,NA,NA,NA,NA,NA,63.31,66.72,NA,75.54,68.13,72.48,NA,NA,NA
09-1995,76.25,NA,NA,65.02,74.74,75.7,85.26,72.9,83.71,81.05,78.89,79.36,NA,NA,NA,NA,NA,NA,66.37,61.84,65.44,NA,73.94,69.55,69.85,NA,NA,NA
10-1995,75.59,NA,NA,66.58,76.15,76.15,87.5,70.07,87.04,82.91,79.02,77.98,NA,NA,NA,NA,NA,NA,68.9,62.22,68.51,NA,72.47,67.25,69.05,NA,NA,NA
11-1995,77.5,NA,NA,69.29,79.25,80.43,89.04,72.16,86.48,82.68,81.36,74.82,NA,NA,NA,NA,NA,NA,72.34,66.62,68.05,NA,75.28,72.37,72.11,NA,NA,NA
12-1995,79.17,NA,NA,71.79,81.11,80.91,91.52,75.48,90.24,86.18,80,80.07,NA,NA,NA,NA,NA,NA,75.97,72.73,70.9,NA,75.15,74.36,73.68,NA,NA,NA
01-1996,81.02,NA,NA,72.99,84.99,83.71,92.57,79.14,93.71,89.17,83.54,84.66,NA,NA,NA,NA,NA,NA,78.26,77.5,72.28,NA,81.64,78.79,76.5,NA,NA,NA
02-1996,83.71,NA,NA,73.43,85.43,82.94,93.77,77.34,87.85,86.86,83.86,84.88,NA,NA,NA,NA,NA,NA,76.31,70.83,70.87,NA,78.32,80.38,72.27,NA,NA,NA
03-1996,81.13,NA,NA,72.24,83.84,81.11,91.65,73.16,86.78,85.42,85.87,83.78,NA,NA,NA,NA,NA,NA,76.96,68.58,70.53,NA,78.16,75.32,74.98,NA,NA,NA
04-1996,81.91,NA,NA,74.18,84.86,83.8,92.98,74.79,89.62,84.94,85.96,78.65,NA,NA,NA,NA,NA,NA,76.68,69.97,72.07,NA,77.5,72.05,76.53,NA,NA,NA
05-1996,87.53,NA,NA,75.07,87.6,87.24,96.18,80.3,87.95,87.96,86.24,83.58,NA,NA,NA,NA,NA,NA,80.2,77.82,76.48,NA,82.18,80.6,75.81,NA,NA,NA
06-1996,86.87,NA,NA,76.33,87.78,86.92,96.34,83.25,94.32,90.43,87.67,81.5,NA,NA,NA,NA,NA,NA,83.47,80.54,78.04,NA,82.25,85.69,78.62,NA,NA,NA
07-1996,87.21,NA,NA,76.76,88.05,85.69,97.99,82.94,90.27,90.28,88.09,82.81,NA,NA,NA,NA,NA,NA,83.9,74.95,76.46,NA,83.88,82.34,77.75,NA,NA,NA
08-1996,87.21,NA,NA,77.26,87.54,86.47,97.26,82.04,91.56,91.2,88.33,83.47,NA,NA,NA,NA,NA,NA,80.72,69.11,74.74,NA,83.82,80.66,75.57,NA,NA,NA
09-1996,83.61,NA,NA,75.1,85.91,84.21,96.94,79.9,93.27,88.26,88.26,81.1,NA,NA,NA,NA,NA,NA,79.75,66.73,71.55,NA,84.92,75.78,73.68,NA,NA,NA
10-1996,84.03,NA,NA,75.49,88.17,83.03,96.35,79.2,91.94,86.62,88.98,83.52,NA,NA,NA,NA,NA,NA,78.77,71.51,72.09,NA,76.38,76.32,74.13,NA,NA,NA
11-1996,84.37,NA,NA,75.43,89.53,83.92,94.56,77.87,89.89,86.7,87.31,80.19,NA,NA,NA,NA,NA,NA,72.69,69.86,71.34,NA,76.95,74.88,74.89,NA,NA,NA
12-1996,83.84,NA,NA,74.37,85.83,84.13,92.64,75.31,88.35,83.34,84.07,78.01,NA,NA,NA,NA,NA,NA,76.29,68.94,69.98,NA,79.33,75.14,74.53,NA,NA,NA
01-1997,82.14,NA,NA,74.39,86.73,85.28,92.18,74.77,88.73,81.21,82.21,78.06,NA,NA,NA,NA,NA,NA,75.56,70.79,71.48,NA,77.53,76.27,75.87,NA,NA,NA
02-1997,83.65,NA,NA,75.15,88.78,86.78,93.79,77.47,90.91,84.52,86.44,80.89,NA,NA,NA,NA,NA,NA,76.31,71.65,72.63,NA,77.7,77.68,75.92,NA,NA,NA
03-1997,88.65,NA,NA,80.15,91.91,92.68,101.12,82.73,97.45,88.76,92.97,83.57,NA,NA,NA,NA,NA,NA,75.69,74.26,73.53,NA,80.48,79.24,75.79,NA,NA,NA
04-1997,90.02,NA,NA,82.88,91.54,93.72,102.81,83.83,100.26,90.24,96.95,88.74,NA,NA,NA,NA,NA,NA,80.51,80.09,77.9,NA,83.46,79.65,78.47,NA,NA,NA
05-1997,88.35,NA,NA,80.18,88.32,90.37,97.71,83.28,94.18,86.88,93.04,82.9,NA,NA,NA,NA,NA,NA,78.17,74.8,76.49,NA,80.13,76.85,76.12,NA,NA,NA
06-1997,86.31,NA,NA,76.74,85.48,87.06,94.05,75.48,88.47,86.83,91.97,76.44,NA,NA,NA,NA,NA,NA,77.39,71.71,70.92,NA,73.23,75.84,72.95,NA,NA,NA
07-1997,85.45,NA,NA,73.7,84.14,84.12,91.7,74.89,86.55,81.64,87.87,72.98,NA,NA,NA,NA,NA,NA,71.52,68.81,68.53,NA,70.14,75.29,70,NA,NA,NA
08-1997,84.32,NA,NA,73.8,86.58,85.35,91.46,75.03,91.29,86.46,88.12,73.76,NA,NA,NA,NA,NA,NA,71.98,65.44,69.2,NA,70.56,71.41,68.19,NA,NA,NA
09-1997,83.14,NA,NA,73.49,84.5,86.16,91.14,74.89,92.42,84.89,89.46,74.68,NA,NA,NA,NA,NA,NA,72.45,65.05,67.61,NA,70.13,72.89,67.38,NA,NA,NA
10-1997,85.82,NA,NA,75.64,83.95,89.76,94,78.48,93.63,87.36,92.28,76.35,NA,NA,NA,NA,NA,NA,72.87,68.97,69.63,NA,76.85,74.01,70.98,NA,NA,NA
11-1997,87.07,NA,NA,76.92,85.59,88.93,94.81,81.46,95.48,88.26,93.85,78.57,NA,NA,NA,NA,NA,NA,75.07,71.21,70.03,NA,77.26,74.58,69.1,NA,NA,NA
12-1997,88.12,NA,NA,77.58,91.33,95.09,98.32,84.51,99.65,91.07,96.54,80.86,NA,NA,NA,NA,NA,NA,75.07,73.46,70.04,NA,77.7,75.13,71.65,NA,NA,NA
01-1998,94.2,NA,NA,80.61,95.17,98.38,100.01,86.09,102.95,90.58,97.02,81.12,NA,NA,NA,NA,NA,NA,75.79,73.79,72.56,NA,78.25,75.98,73.01,NA,NA,NA
02-1998,86.06,NA,NA,79.36,94.52,99.22,99.65,85.48,101.72,89.99,93.82,82.45,NA,NA,NA,NA,NA,NA,76.93,77.59,76.37,NA,76.35,76.79,76.38,NA,NA,NA
03-1998,91.77,NA,NA,81.7,94.79,100.36,101.97,86.51,103.53,91.83,99.53,85.31,NA,NA,NA,NA,NA,NA,83.66,84.29,81.06,NA,86.09,80.08,77.93,NA,NA,NA
04-1998,94.15,NA,NA,84.95,97.65,101.44,106.3,89.91,109.07,97.44,102.42,87.6,NA,NA,NA,NA,NA,NA,92.43,88.58,87.06,NA,93.69,85.86,82.44,NA,NA,NA
05-1998,99.56,NA,NA,90.68,103.12,101.18,112.14,89.54,104.6,98.02,104.56,91.7,NA,NA,NA,NA,NA,NA,94.83,94.33,95.74,NA,101.23,91.97,91.47,NA,NA,NA
06-1998,97.94,NA,NA,89.65,99.79,100.86,111.47,93.89,101.5,98.48,104.36,91.97,NA,NA,NA,NA,NA,NA,93.79,94.93,93.45,NA,101.47,92.74,89.65,NA,NA,NA
07-1998,92.48,NA,NA,84.39,93.16,96.92,105.08,86.93,94.81,94.28,102.59,88.35,NA,NA,NA,NA,NA,NA,91.14,87.08,89.89,NA,98.03,83.88,86.86,NA,NA,NA
08-1998,91.87,NA,NA,80.72,91.91,92.6,101.43,82.97,92.68,91.78,101.36,81.17,NA,NA,NA,NA,NA,NA,86.11,83.05,83.03,NA,86.52,82,79.51,NA,NA,NA
09-1998,92.46,NA,NA,81.69,90.59,92.38,100.53,81.32,92.81,92.04,100.01,78.62,NA,NA,NA,NA,NA,NA,83.42,79.76,82.52,NA,81.51,81.49,77.81,NA,NA,NA
10-1998,92.43,NA,NA,83.89,92.3,89.14,102.49,81.77,95.28,90.84,99.61,79.1,NA,NA,NA,NA,NA,NA,84.29,82.64,81.08,NA,79.59,80.33,76.7,NA,NA,NA
11-1998,94.45,NA,NA,83.56,91.05,93.49,101.76,82.16,95.96,89.62,100.53,81.04,NA,NA,NA,NA,NA,NA,85.72,84,80.24,NA,79.8,78.75,76.75,NA,NA,NA
12-1998,94.42,NA,NA,86.26,93.58,94.03,102.09,85.66,96.16,88.69,100.48,84.27,NA,NA,NA,NA,NA,NA,87.48,84.06,82.16,NA,82.19,79.96,77.84,NA,NA,NA
01-1999,98.42,NA,NA,87.39,95.55,94.16,104.86,81.32,95.56,89.71,97.42,87.99,NA,NA,NA,NA,NA,NA,91.44,87.84,83.69,NA,85.21,85.31,81.94,NA,NA,NA
